"id","accession","synonyms","category","disease","origin","geo","encode","omics"
"AG07896","CVCL_U313","AG07896A","Transformed cell line","NCIt; C3447; Werner syndrome|ORDO; Orphanet_902; Werner syndrome","","GSM1052418",NA,"DNA methylation analysis"
"AG11395","CVCL_U281","WS780","Transformed cell line","NCIt; C3447; Werner syndrome|ORDO; Orphanet_902; Werner syndrome","","GSM1052419",NA,"DNA methylation analysis"
"AG14778","CVCL_2J50","","Transformed cell line","","","GSM1116553|GSM1116554|GSM1116577|GSM1116578|GSM1116579|GSM1116580",NA,"Transcriptome analysis by microarray"
"AG14832","CVCL_2J71","","Transformed cell line","","","GSM1116555|GSM1116556|GSM1116581|GSM1116582|GSM1116583|GSM1116584",NA,"Transcriptome analysis by microarray"
"AG15014","CVCL_2K11","","Transformed cell line","","","GSM1116557|GSM1116558|GSM1116585|GSM1116586|GSM1116587|GSM1116588",NA,"Transcriptome analysis by microarray"
"AG15033","CVCL_2K19","","Transformed cell line","","","GSM1116559|GSM1116560|GSM1116589|GSM1116590|GSM1116591|GSM1116592",NA,"Transcriptome analysis by microarray"
"AG15693","CVCL_0L65","","Transformed cell line","NCIt; C34951; Progeria|ORDO; Orphanet_740; Hutchinson-Gilford progeria syndrome","","GSM1052415",NA,"DNA methylation analysis"
"AG15694","CVCL_0L66","","Transformed cell line","NCIt; C34951; Progeria|ORDO; Orphanet_740; Hutchinson-Gilford progeria syndrome","","GSM1052413",NA,"DNA methylation analysis"
"AG15695","CVCL_0L67","","Transformed cell line","NCIt; C34951; Progeria|ORDO; Orphanet_740; Hutchinson-Gilford progeria syndrome","","GSM1052414",NA,"DNA methylation analysis"
"AG19911","CVCL_U283","","Transformed cell line","NCIt; C3447; Werner syndrome|ORDO; Orphanet_902; Werner syndrome","","GSM1052416",NA,"DNA methylation analysis"
"ARH-77","CVCL_1072","ARH 77; ARH77","Transformed cell line","","","GSM1374393|GSM1669601",NA,"Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis"
"AT4BE LCL","CVCL_7377","AT4Be LCL; Ataxia Telangiectasia 4 BEthesda LCL; GM03189; GM-03189; GM 3189; GM3189; GM03189B; GM03189D; GM3189D","Transformed cell line","NCIt; C2887; Ataxia telangiectasia syndrome|ORDO; Orphanet_100; Ataxia telangiectasia","CVCL_F083 ! AT4BE","GSM1116569|GSM1116570|GSM1116637|GSM1116638|GSM1116639|GSM1116640",NA,"Transcriptome analysis by microarray"
"ATH16BE LCL","CVCL_F087","ATH16Be LCL; Ataxia Telangiectasia Heterozygote 16 BEthesda LCL; GM03188; GM 3188; GM03188A","Transformed cell line","","CVCL_F086 ! ATH16BE","GSM1116563|GSM1116564|GSM1116605|GSM1116606|GSM1116607|GSM1116608",NA,"Transcriptome analysis by microarray"
"BEAS-2B","CVCL_0168","Beas-2B; BEAS 2B; BEAS2B; Beas2B; Bronchial Epithelium transformed with Ad12-SV40 2B","Transformed cell line","","CVCL_0171 ! BET-1A","GSE33520|GSM139654|GSM139655|GSM139656|GSM139657|GSM139659|GSM139660|GSM139661|GSM139663|GSM139664|GSM139666|GSM171836|GSM171837|GSM253389|GSM827258|GSM3138797|GSM3138798|GSM3138799|GSM3138800|GSM3138801|GSM3138802|GSM3138803|GSM3138804|GSM3138805",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis"
"BEAS-2B IRF1 KO","CVCL_C2UN","BEAS-2B-IRF1 KO; IRF1 KO BEAS-2B","Transformed cell line","","","GSM3138806|GSM3138807|GSM3138808|GSM3138809|GSM3138810|GSM3138811|GSM3138812|GSM3138813|GSM3138814",NA,"Transcriptome analysis by RNAseq"
"BEP2D","CVCL_6E77","","Transformed cell line","","CVCL_B4IR ! BEP1B|CVCL_6E78 ! BEP3D","GSM3611827|GSM3611828|GSM3611829",NA,"Transcriptome analysis by RNAseq"
"BERP35T1","CVCL_B7GL","","Transformed cell line","","","GSM3611830|GSM3611831|GSM3611832",NA,"Transcriptome analysis by RNAseq"
"BERP35T4","CVCL_B7GM","","Transformed cell line","","","GSM3611833|GSM3611834|GSM3611835",NA,"Transcriptome analysis by RNAseq"
"BMPR2 LCL 172","CVCL_IM96","","Transformed cell line","","","GSM271848",NA,"Transcriptome analysis by microarray"
"BMPR2 LCL 176","CVCL_IM97","","Transformed cell line","","","GSM271847",NA,"Transcriptome analysis by microarray"
"BMPR2 LCL 180","CVCL_IM98","","Transformed cell line","","","GSM271849",NA,"Transcriptome analysis by microarray"
"BMPR2 LCL 186","CVCL_IM99","","Transformed cell line","NCIt; C121945; Heritable pulmonary arterial hypertension|ORDO; Orphanet_275777; Heritable pulmonary arterial hypertension","","GSM271868",NA,"Transcriptome analysis by microarray"
"BMPR2 LCL 264","CVCL_IN00","","Transformed cell line","NCIt; C121945; Heritable pulmonary arterial hypertension|ORDO; Orphanet_275777; Heritable pulmonary arterial hypertension","","GSM271866",NA,"Transcriptome analysis by microarray"
"BMPR2 LCL 266","CVCL_IN01","","Transformed cell line","NCIt; C121945; Heritable pulmonary arterial hypertension|ORDO; Orphanet_275777; Heritable pulmonary arterial hypertension","","GSM271867",NA,"Transcriptome analysis by microarray"
"BMPR2 LCL 723","CVCL_IN02","","Transformed cell line","NCIt; C121945; Heritable pulmonary arterial hypertension|ORDO; Orphanet_275777; Heritable pulmonary arterial hypertension","","GSM271865",NA,"Transcriptome analysis by microarray"
"BPH-1","CVCL_1091","BPH1; Benign Prostatic Hyperplasia-1","Transformed cell line","NCIt; C2897; Benign prostatic hyperplasia","","GSM827571|GSM1374405|GSM1669628",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"C0202","CVCL_K467","","Transformed cell line","","","GSM931321|GSM931322","ENCBS213HMN",NA
"C8166","CVCL_1099","C8166-CD4","Transformed cell line","","","GSM827337|GSM1669640",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis"
"CA-HPV-10","CVCL_3495","Ca-HPV-10; CA-HPV10; CaHPV10; HPV10","Transformed cell line","NCIt; C4863; Prostate carcinoma","","GSM648817",NA,"SNP array analysis"
"CCD-1103 KIDTr","CVCL_3298","CCD 1103 KIDTr; CCD-1103KidTr; CCD1103KIDTR","Transformed cell line","","","GSM827246",NA,"SNP array analysis|Protein expression by reverse-phase protein arrays"
"CCD-1105 KIDTr","CVCL_3299","CCD 1105 KIDTr; CCD 1105 KIDTR; CCD-1105KidTr; CCD1105KIDTR","Transformed cell line","","","GSM827247",NA,"SNP array analysis|Protein expression by reverse-phase protein arrays"
"CCE1.1","CVCL_HL96","ConCordant Epilepsy 1.1","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181381",NA,"Transcriptome analysis by microarray"
"CCE1.2","CVCL_HL97","ConCordant Epilepsy 1.2","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181382",NA,"Transcriptome analysis by microarray"
"CCE2.1","CVCL_HL98","ConCordant Epilepsy 2.1","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181384",NA,"Transcriptome analysis by microarray"
"CCE2.2","CVCL_HL99","ConCordant Epilepsy 2.2","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181385",NA,"Transcriptome analysis by microarray"
"CCE3.1","CVCL_HM00","ConCordant Epilepsy 3.1","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181389",NA,"Transcriptome analysis by microarray"
"CCE3.2","CVCL_HM01","ConCordant Epilepsy 3.2","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181390",NA,"Transcriptome analysis by microarray"
"CCE4.1","CVCL_HM02","ConCordant Epilepsy 4.1","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181391",NA,"Transcriptome analysis by microarray"
"CCE4.2","CVCL_HM03","ConCordant Epilepsy 4.2","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181392",NA,"Transcriptome analysis by microarray"
"CCN1.1","CVCL_HM14","","Transformed cell line","","","GSM181395|GSM181399",NA,"Transcriptome analysis by microarray"
"CCN1.2","CVCL_HM15","","Transformed cell line","","","GSM181396|GSM181400",NA,"Transcriptome analysis by microarray"
"CCN2.1","CVCL_HM16","","Transformed cell line","","","GSM181405",NA,"Transcriptome analysis by microarray"
"CCN2.2","CVCL_HM17","","Transformed cell line","","","GSM181406",NA,"Transcriptome analysis by microarray"
"CCN3.1","CVCL_HM18","","Transformed cell line","","","GSM181409",NA,"Transcriptome analysis by microarray"
"CCN3.2","CVCL_HM19","","Transformed cell line","","","GSM181410",NA,"Transcriptome analysis by microarray"
"CCN4.1","CVCL_HM20","","Transformed cell line","","","GSM181412",NA,"Transcriptome analysis by microarray"
"CCN4.2","CVCL_HM21","","Transformed cell line","","","GSM181413",NA,"Transcriptome analysis by microarray"
"CCN5.1","CVCL_HM22","","Transformed cell line","","","GSM181416",NA,"Transcriptome analysis by microarray"
"CCN5.2","CVCL_HM23","","Transformed cell line","","","GSM181417",NA,"Transcriptome analysis by microarray"
"CESS","CVCL_0209","Cess","Transformed cell line","NCIt; C9154; Adult acute myeloid leukemia|ORDO; Orphanet_519; Acute myeloid leukemia","","GSM1669671",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis"
"CFBE41o-","CVCL_HL93","CFBE41o(-); CF41o; CFBE","Transformed cell line","NCIt; C2975; Cystic fibrosis|ORDO; Orphanet_586; Cystic fibrosis","","GSM2126999|GSM2127001|GSM2127003",NA,"Proteome analysis by 2D-DE/MS"
"CIN-612 9E","CVCL_ER27","CIN 612-9E; CIN612-9E; CIN-612 clone 9E; CIN612 clone 9E; CIN612 subclone 9E","Transformed cell line","NCIt; C3782; Cervical intraepithelial neoplasia","","GSM1435014|GSM1435015|GSM1435016|GSM1435017",NA,"Transcriptome analysis by microarray"
"CS1AN-S3-G2","CVCL_L472","CS1AN.S3.G2; CS1-AN.S3.G2; CS1ANps3g2; GM16095; GM739(SV); GM739SV","Transformed cell line","NCIt; C135726; Cockayne syndrome type B|ORDO; Orphanet_191; Cockayne syndrome","","GSM3048742|GSM3048743|GSM3048744|GSM3048745",NA,"Transcriptome analysis by microarray"
"D492M","CVCL_D1HK","D492 Mesenchymal","Transformed cell line","","","GSM4224053|GSM4224054|GSM4224055|GSM4224056",NA,"Transcriptome analysis by RNAseq"
"DCE1.1","CVCL_HM04","DisCordant Epilepsy 1.1","Transformed cell line","NCIt; C3021; Generalized epilepsy","","GSM181371",NA,"Transcriptome analysis by microarray"
"DCE1.2","CVCL_HM05","DisCordant Epilepsy 1.2","Transformed cell line","","","GSM181372",NA,"Transcriptome analysis by microarray"
"DCE2.1","CVCL_HM06","DisCordant Epilepsy 2.1","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181373",NA,"Transcriptome analysis by microarray"
"DCE2.2","CVCL_HM07","DisCordant Epilepsy 2.2","Transformed cell line","","","GSM181374",NA,"Transcriptome analysis by microarray"
"DCE3.1","CVCL_HM08","DisCordant Epilepsy 3.1","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181375",NA,"Transcriptome analysis by microarray"
"DCE3.2","CVCL_HM09","DisCordant Epilepsy 3.2","Transformed cell line","","","GSM181376",NA,"Transcriptome analysis by microarray"
"DCE4.1","CVCL_HM10","DisCordant Epilepsy 4.1","Transformed cell line","NCIt; C128189; Childhood absence epilepsy|ORDO; Orphanet_64280; Childhood absence epilepsy","","GSM181377",NA,"Transcriptome analysis by microarray"
"DCE4.2","CVCL_HM11","DisCordant Epilepsy 4.2","Transformed cell line","","","GSM181378",NA,"Transcriptome analysis by microarray"
"DCE5.1","CVCL_HM12","","Transformed cell line","NCIt; C129868; Juvenile absence epilepsy|ORDO; Orphanet_1941; Juvenile absence epilepsy","","GSM181379",NA,"Transcriptome analysis by microarray"
"DCE5.2","CVCL_HM13","","Transformed cell line","","","GSM181380",NA,"Transcriptome analysis by microarray"
"DWFb1-rho0","CVCL_4U14","Rho0-DWFb1","Transformed cell line","","","GSE24945",NA,"Transcriptome analysis by microarray"
"EHEB","CVCL_1194","","Transformed cell line","","","GSM887002|GSM888071|GSM1374472|GSM1669759",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays"
"EndoC-betaH1","CVCL_L909","EndoC-BH1","Transformed cell line","","","GSE118588",NA,"Transcriptome analysis by RNAseq|H3K4me3 ChIP-seq epigenome analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis|miRNA expression profiling|H3K79me2 ChIP-seq epigenome analysis|H3K9me2 ChIP-seq epigenome analysis"
"Flp-In-T-REx-293","CVCL_U427","Flp-In-T-REx 293; Flp-In T-REx-293; Flp-In T-REx 293; Flp-In T-Rex HEK293; Flp-In 293 T-Rex; Flp-In-T-REx; 293-Flip-in-TRex; HEK293 Flp-In T-REx; HEK293FlpIN; 293FlpIn T-Rex","Transformed cell line","","","GSM1009421","ENCBS749QJL","Transcriptome analysis by RNAseq|Metabolome analysis"
"fR2","CVCL_2444","","Transformed cell line","","CVCL_2445 ! fR5","GSM827430",NA,"SNP array analysis"
"FS1","CVCL_C8X2","","Transformed cell line","NCIt; C122805; Frasier syndrome|ORDO; Orphanet_347; Frasier syndrome","","GSM5209347|GSM5209348|GSM5209349|GSM5209350|GSM5209351|GSM5209352|GSM5209353|GSM5209354",NA,"Transcriptome analysis by microarray"
"GES-1","CVCL_EQ22","GES1","Transformed cell line","","","GSM1152880|GSM1152881|GSM1152882|GSM1152883|GSM1152884|GSM1152885|GSM1923245|GSM1923246|GSM1923247|GSM1923248|GSM1923249|GSM1923250",NA,"Transcriptome analysis by microarray"
"GM00130","CVCL_7274","GM-130; GM 130; GM130; GM00130B; GM17201","Transformed cell line","","","GSM569492|GSM596265|GSM596627|GSM924803",NA,"DNA methylation analysis|Deep quantitative phosphoproteome analysis"
"GM00131","CVCL_7275","GM-131; GM131; GM0131; GM00131A; GM17202","Transformed cell line","","","GSM569498|GSM596266|GSM596628|GSM924804",NA,"DNA methylation analysis"
"GM00536","CVCL_7293","GM0536; GM-536; GM 536; GM536; GM17203","Transformed cell line","","","GSM569493|GSM596267|GSM596629|GSM924805",NA,"DNA methylation analysis"
"GM00546","CVCL_M922","GM-546; GM17204","Transformed cell line","","","GSM569628|GSM596268|GSM596630|GSM924806",NA,"DNA methylation analysis"
"GM00558","CVCL_7294","GM-558; GM 558; GM558; GM00558B; GM17205","Transformed cell line","","","GSM569499|GSM596269|GSM596631|GSM924807",NA,"DNA methylation analysis"
"GM00607","CVCL_7295","GM-607; GM607; GM00607B; GM17206","Transformed cell line","","","GSM569508|GSM596270|GSM596740|GSM924808",NA,"DNA methylation analysis"
"GM00621","CVCL_7296","GM-621; GM 621; GM00621C; GM17207","Transformed cell line","","","GSM569505|GSM596271|GSM596632|GSM924809",NA,"DNA methylation analysis"
"GM00893","CVCL_7306","GM-893; GM00893A; GM17208","Transformed cell line","","","GSM569509|GSM596272|GSM596633|GSM924810",NA,"DNA methylation analysis"
"GM00922","CVCL_7307","GM-922; GM 0922; GM00922A; GM17209","Transformed cell line","","","GSM569629|GSM596273|GSM596634|GSM924811",NA,"DNA methylation analysis"
"GM00946","CVCL_7308","GM-946; GM00946B; GM17210","Transformed cell line","","","GSM569510|GSM596274|GSM596635|GSM924812",NA,"DNA methylation analysis"
"GM01056","CVCL_D344","GM-1056; GM1056; GM01056A; GM1056-A; GM01056B; GM17211","Transformed cell line","","CVCL_7499 ! GM09918","GSM569520|GSM596275|GSM596636|GSM924813",NA,"DNA methylation analysis"
"GM01310","CVCL_7316","GM-1310; GM01310B; GM01310C; GM17212","Transformed cell line","","CVCL_X802 ! AG16504|CVCL_1M95 ! AG20457|CVCL_1M96 ! AG22339|CVCL_7310 ! GM00967|CVCL_7531 ! GM13335|CVCL_7532 ! GM13336","GSM569521|GSM596276|GSM596637|GSM924814",NA,"DNA methylation analysis"
"GM01805","CVCL_7337","GM-1805; GM01805A; GM01073; GM-1073; GM17213","Transformed cell line","","","GSM569542|GSM596277|GSM596638|GSM924815",NA,"DNA methylation analysis"
"GM01806","CVCL_7338","GM-1806; GM01074; GM-1074; GM17214","Transformed cell line","","","GSM569518|GSM596278|GSM596741|GSM924816",NA,"DNA methylation analysis"
"GM01814","CVCL_7339","GM-1814; GM1814; GM01814A; GM01072; GM-1072; GM1072; GM17215","Transformed cell line","","","GSM569641|GSM596279|GSM596639|GSM924817",NA,"DNA methylation analysis"
"GM01953","CVCL_7344","GM-1953; GM1953; GM01953A; GM01079; GM-1079; GM17216","Transformed cell line","","","GSM569530|GSM596280|GSM596640|GSM924818",NA,"DNA methylation analysis"
"GM01954","CVCL_7345","GM-1954; GM1954; GM01954A; GM01080; GM-1080; GM1080; GM17217","Transformed cell line","","","GSM569531|GSM596281|GSM596641|GSM924819",NA,"DNA methylation analysis"
"GM01990","CVCL_7347","GM-1990; GM 1990; GM1990; GM01077; GM-1077; GM1077; GM17218","Transformed cell line","","","GSM569532|GSM596282|GSM596642|GSM924820",NA,"DNA methylation analysis"
"GM02134","CVCL_M924","GM-2134; GM17251","Transformed cell line","","CVCL_M925 ! GM00940","GSM569631|GSM596315|GSM596674|GSM924853",NA,"DNA methylation analysis"
"GM02184","CVCL_D860","GM-2184; GM 2184; GM2184A; GM02184B; GM02184C; GM2184c; GM02184D; GM17220","Transformed cell line","","CVCL_7354 ! GM02185","GSM569534|GSM596284|GSM596644|GSM924822",NA,"DNA methylation analysis"
"GM02254","CVCL_7355","GM-2254; GM17221","Transformed cell line","","","GSM569550|GSM596285|GSM596645|GSM924823",NA,"DNA methylation analysis"
"GM02432","CVCL_M997","GM17252","Transformed cell line","","","GSM569642|GSM596316|GSM596675|GSM924854",NA,"DNA methylation analysis"
"GM02473","CVCL_M998","GM17154; GM2473; GM02473A","Transformed cell line","","CVCL_3721 ! HTZ17XP","GSM273421|GSM569636|GSM596219|GSM597019|GSM924664",NA,"DNA methylation analysis"
"GM02688","CVCL_N001","GM02688A; GM17253","Transformed cell line","","","GSM569633|GSM596317|GSM596676|GSM924855",NA,"DNA methylation analysis"
"GM02705","CVCL_M929","GM2705; GM17254","Transformed cell line","","CVCL_M928 ! GM02704","GSM569634|GSM596318|GSM596677|GSM924856",NA,"DNA methylation analysis"
"GM02781","CVCL_7363","GM02781A; GM02781B; GM17044; GM17335","Transformed cell line","","","GSM1116561|GSM1116562|GSM1116601|GSM1116602|GSM1116603|GSM1116604",NA,"Transcriptome analysis by microarray"
"GM02782","CVCL_F079","GM-02782; GM-2782; GM2782; GM02782A; GM02782B","Transformed cell line","NCIt; C2887; Ataxia telangiectasia syndrome|ORDO; Orphanet_100; Ataxia telangiectasia","CVCL_F080 ! GM02531","GSM1116629|GSM1116630|GSM1116631|GSM1116632",NA,"Transcriptome analysis by microarray"
"GM02822","CVCL_M931","GM17155","Transformed cell line","","CVCL_M930 ! GM02821|CVCL_N060 ! GM07114","GSM273422|GSM569652|GSM596220|GSM597020|GSM924665",NA,"DNA methylation analysis"
"GM03299","CVCL_7380","GM-3299; GM 3299; GM3299; GMO3299; GM03299B","Transformed cell line","","","GSM1116597|GSM1116598|GSM1116599|GSM1116600",NA,"Transcriptome analysis by microarray"
"GM03323","CVCL_F089","GM17255","Transformed cell line","","CVCL_F088 ! GM03492","GSM569635|GSM596319|GSM596678|GSM924857",NA,"DNA methylation analysis"
"GM03332","CVCL_7381","GM03332A","Transformed cell line","NCIt; C2887; Ataxia telangiectasia syndrome|ORDO; Orphanet_100; Ataxia telangiectasia","CVCL_7385 ! GM03395","GSM1116571|GSM1116572|GSM1116625|GSM1116626|GSM1116627|GSM1116628",NA,"Transcriptome analysis by microarray"
"GM03334","CVCL_F094","GM03334A; GM17156","Transformed cell line","","CVCL_7386 ! GM03396","GSM273423|GSM569644|GSM596221|GSM597021|GSM924666|GSM1116565|GSM1116566|GSM1116609|GSM1116610|GSM1116611|GSM1116612",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"GM03382","CVCL_F107","GM17102","Transformed cell line","","CVCL_7387 ! GM03397","GSM273372|GSM569494|GSM596170|GSM596971|GSM827331|GSM924612",NA,"SNP array analysis|DNA methylation analysis"
"GM03657","CVCL_7398","GM3657; GM17222","Transformed cell line","","CVCL_7399 ! GM03658","GSM569548|GSM596286|GSM596646|GSM924824",NA,"DNA methylation analysis"
"GM03714","CVCL_7400","GM03714A","Transformed cell line","","","GSM1116593|GSM1116594|GSM1116595|GSM1116596",NA,"Transcriptome analysis by microarray"
"GM03721","CVCL_M941","GM17157","Transformed cell line","","CVCL_M940 ! GM03720","GSM273424|GSM569659|GSM596222|GSM597022|GSM924667",NA,"DNA methylation analysis"
"GM03725","CVCL_7654","GM17103","Transformed cell line","","CVCL_F221 ! GM03724","GSM273373|GSM569500|GSM596171|GSM596972|GSM924613",NA,"DNA methylation analysis"
"GM05052","CVCL_N036","GM17158","Transformed cell line","","","GSM273425|GSM569647|GSM596223|GSM597023|GSM924668",NA,"DNA methylation analysis"
"GM05161","CVCL_F292","GM05161A; GM17223","Transformed cell line","","CVCL_F291 ! GM05160","GSM569603|GSM596287|GSM596647|GSM924825",NA,"DNA methylation analysis"
"GM05377","CVCL_7417","GM17256","Transformed cell line","","","GSM569660|GSM596320|GSM596679|GSM924858",NA,"DNA methylation analysis"
"GM05380","CVCL_7418","GM17257","Transformed cell line","","","GSM569645|GSM596321|GSM596680|GSM924859",NA,"DNA methylation analysis"
"GM05392","CVCL_F293","GM05392A; GM17258","Transformed cell line","","","GSM569653|GSM596322|GSM596681|GSM924860",NA,"DNA methylation analysis"
"GM05398","CVCL_7424","GM05398A; GM17259","Transformed cell line","","","GSM569654|GSM596323|GSM596682|GSM924861",NA,"DNA methylation analysis"
"GM05408","CVCL_7427","GM17260","Transformed cell line","","","GSM569646|GSM596324|GSM596683|GSM924862",NA,"DNA methylation analysis"
"GM05422","CVCL_7430","GM17261","Transformed cell line","","","GSM569720|GSM596325|GSM596747|GSM924863",NA,"DNA methylation analysis"
"GM05423","CVCL_7431","GM 05423; GM17262","Transformed cell line","","","GSM569752|GSM596326|GSM596748|GSM924864",NA,"DNA methylation analysis"
"GM05817","CVCL_N040","GM 5817; GM17159","Transformed cell line","","","GSM273426|GSM569655|GSM596224|GSM597024|GSM924669",NA,"DNA methylation analysis"
"GM05920","CVCL_7445","GM05920A; GM17224","Transformed cell line","","CVCL_7444 ! GM05879","GSM569551|GSM596288|GSM596648|GSM924826",NA,"DNA methylation analysis"
"GM06051","CVCL_7446","GM17263","Transformed cell line","","","GSM569721|GSM596327|GSM596749|GSM924865",NA,"DNA methylation analysis"
"GM06052","CVCL_N045","GM17160","Transformed cell line","","","GSM273427|GSM569648|GSM596225|GSM597025|GSM924670",NA,"DNA methylation analysis"
"GM06160","CVCL_7453","GM17264","Transformed cell line","","","GSM569722|GSM596328|GSM596750|GSM924866",NA,"DNA methylation analysis"
"GM06201","CVCL_N049","GM 6201; GM06201A; GM17161","Transformed cell line","","","GSM273428|GSM569688|GSM596226|GSM597061|GSM924671",NA,"DNA methylation analysis"
"GM06315","CVCL_7457","GM06315A; GM17225","Transformed cell line","","","GSM569552|GSM596289|GSM596649|GSM924827",NA,"DNA methylation analysis"
"GM06859","CVCL_F298","GM06859A; GM17265","Transformed cell line","","","GSM569723|GSM596329|GSM596751|GSM924867",NA,"DNA methylation analysis"
"GM06861","CVCL_7458","GM17226","Transformed cell line","","","GSM569593|GSM596290|GSM596650|GSM924828",NA,"DNA methylation analysis"
"GM06862","CVCL_7459","GM17266","Transformed cell line","","","GSM569724|GSM596330|GSM596752|GSM924868",NA,"DNA methylation analysis"
"GM06865","CVCL_N056","GM17104","Transformed cell line","","","GSM273374|GSM569501|GSM596172|GSM596973|GSM924614",NA,"DNA methylation analysis"
"GM06867","CVCL_F138","GM17267","Transformed cell line","","","GSM569725|GSM596331|GSM596753|GSM924869",NA,"DNA methylation analysis"
"GM06875","CVCL_7460","GM17268","Transformed cell line","","","GSM569726|GSM596332|GSM596754|GSM924870",NA,"DNA methylation analysis"
"GM06895","CVCL_F299","GM06895A; GM17269","Transformed cell line","","","GSM569727|GSM596333|GSM596755|GSM924871",NA,"DNA methylation analysis"
"GM06980","CVCL_5B14","","Transformed cell line","","","GSM420458",NA,"Transcriptome analysis by microarray"
"GM06981","CVCL_5B15","","Transformed cell line","","","GSM420459",NA,"Transcriptome analysis by microarray"
