"id","accession","synonyms","category","disease","origin","geo","encode","omics"
"1210B2","CVCL_LJ38","HPS4293","Induced pluripotent stem cell","","CVCL_LJ37 ! 1201C1|CVCL_A3DQ ! 1205D1|CVCL_LJ39 ! 1231A3","GSM2064336",NA,"CNV analysis"
"1231A3","CVCL_LJ39","HPS0381; KUIMSi012-A","Induced pluripotent stem cell","","CVCL_LJ37 ! 1201C1|CVCL_A3DQ ! 1205D1|CVCL_LJ38 ! 1210B2","GSM2064337",NA,"CNV analysis"
"1375-4f1","CVCL_DP69","","Induced pluripotent stem cell","","","GSM1040262|GSM1040332",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"1377-4f1","CVCL_DP70","","Induced pluripotent stem cell","","","GSM1040263|GSM1040333",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"1488-4f1","CVCL_DP72","1488-4F1","Induced pluripotent stem cell","","","GSM1040265|GSM1040335|GSM1899763",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"15b","CVCL_8990","iPS-15b; hiPS-15b; hiPS 15b","Induced pluripotent stem cell","","","GSM537687|GSM537690|GSM537691|GSM537692|GSM537696|GSM621433|GSM621444|GSM621557|GSM621721|GSM637781|GSM772767","ENCBS196IDK|ENCBS201ENZ|ENCBS448IJH","Transcriptome analysis by microarray|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"166","CVCL_E4YL","","Induced pluripotent stem cell","","","GSM7036154|GSM7043210|GSM7043211|GSM7043212",NA,"SNP array analysis|Transcriptome analysis by single cell RNAseq"
"1687-4f2","CVCL_DP74","1687-4F2","Induced pluripotent stem cell","","","GSM1040267|GSM1040337|GSM1899764",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"17a","CVCL_8991","iPS-17a; hiPS-17a; hiPS 17a; iPS17a","Induced pluripotent stem cell","","CVCL_8992 ! 17b","GSM621699|GSM637782","ENCBS868JUD","Transcriptome analysis by microarray|Deep exome analysis"
"17b","CVCL_8992","iPS-17b; hiPS-17b; hiPS 17b; iPS17b","Induced pluripotent stem cell","","CVCL_8991 ! 17a","GSM621714|GSM637783|GSM670062|GSM670067","ENCBS041ZVO","Transcriptome analysis by microarray|Deep exome analysis"
"180N","CVCL_E4YM","","Induced pluripotent stem cell","","","GSM7036155|GSM7043210|GSM7043211|GSM7043212",NA,"SNP array analysis|Transcriptome analysis by single cell RNAseq"
"1835_iPS1","CVCL_RA96","","Induced pluripotent stem cell","NCIt; C3362; Schizophrenia","","GSM1820080",NA,NA
"1835_iPS2","CVCL_RA97","","Induced pluripotent stem cell","NCIt; C3362; Schizophrenia","","GSM1820081",NA,"Chromatin accessibility by ATAC-seq"
"18a","CVCL_8993","iPS-18a; hiPS-18a; hiPS 18a","Induced pluripotent stem cell","","CVCL_8994 ! 18b|CVCL_8995 ! 18c","GSM637784|GSM772935|GSM773023|GSM773024|GSM773027|GSM773028|GSM773029|GSM773030|GSM773033","ENCBS424LHN|ENCBS463LFL","Transcriptome analysis by microarray|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"18b","CVCL_8994","iPS-18b; IPS cell line 18b; hiPS 18b; HVRDi006-A","Induced pluripotent stem cell","","CVCL_8993 ! 18a|CVCL_8995 ! 18c","GSM621411|GSM621695|GSM637785|GSM981284","ENCBS799NIQ|ENCBS869TCU","Transcriptome analysis by microarray"
"18c","CVCL_8995","iPS-18c; hiPS 18c","Induced pluripotent stem cell","","CVCL_8993 ! 18a|CVCL_8994 ! 18b","GSM537671|GSM537674|GSM537675|GSM537676|GSM537677|GSM537678|GSM621407|GSM621564|GSM621725|GSM637786|GSM981285","ENCBS101JWL|ENCBS182TVB|ENCBS184AWY|ENCBS223PPW|ENCBS391PLF|ENCBS529YKY|ENCBS841ZKV|ENCBS851LMU|ENCBS954GPE","Transcriptome analysis by microarray|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"201B2","CVCL_A063","201-B2; KUIFMSi004-D; vWT-201B2","Induced pluripotent stem cell","","","GSM1040248|GSM1040318",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"201B6","CVCL_A065","201-B6; KUIFMSi004-B","Induced pluripotent stem cell","","","GSM1040249|GSM1040319|GSM1489217|GSM1489422",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"201B7","CVCL_A324","201-B7; 201B7-WT; 201B-7; KYOU-DXR0109B; KUIFMSi004-C; vWT-201B7; HiPS201B7; HPS0063; B7","Induced pluripotent stem cell","","","GSM241846|GSM608015|GSM608028|GSM701542|GSM1040250|GSM1040320|GSM1489218|GSM1489423|GSM2265470|GSM2265471|GSM2592201|GSM2592202|GSM2802521|GSM2802522|GSM3239683|GSM3239684",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|Deep proteome analysis|DNA methylation analysis"
"20b","CVCL_8996","iPS-20b; hiPS-20b; hiPS 20b","Induced pluripotent stem cell","","","GSM637787|GSM772804|GSM772841|GSM772842|GSM772843|GSM772844|GSM772845|GSM772846|GSM772847|GSM772848|GSM981286","ENCBS206WTA|ENCBS364SXM|ENCBS391JPU|ENCBS606XXJ|ENCBS760MYS|ENCBS939PXA","Transcriptome analysis by microarray|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"225C7","CVCL_DP91","","Induced pluripotent stem cell","","","GSM1040269|GSM1040339",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"246G1","CVCL_C243","KUIFMSi011-A","Induced pluripotent stem cell","","","GSM1040270|GSM1040340|GSM1489424",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"253G1","CVCL_B518","253-G1; HiPS253G1; HPS0002","Induced pluripotent stem cell","","","GSM1040251|GSM1040321|GSM1489219|GSM1489425",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"253G4","CVCL_T792","253-G4; 253G-4; HPS4291","Induced pluripotent stem cell","","","GSM1040252|GSM1040322|GSM1489220|GSM1489250|GSM1489426",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"27b","CVCL_8997","iPS-27b; hiPS-27b; hiPS 27b; 27b-ALS; SOD1-27b; HVRDi008-B; HVRDi012-A","Induced pluripotent stem cell","NCIt; C168749; Amyotrophic lateral sclerosis 1|ORDO; Orphanet_803; Amyotrophic lateral sclerosis","CVCL_8998 ! 27e","GSM637788|GSM670070","ENCBS466JVT","Transcriptome analysis by microarray"
"27e","CVCL_8998","iPS-27e; hiPS 27e; hiPS-27e; 27e-ALS; SOD1-27e; HVRDi008-A","Induced pluripotent stem cell","NCIt; C168749; Amyotrophic lateral sclerosis 1|ORDO; Orphanet_803; Amyotrophic lateral sclerosis","CVCL_8997 ! 27b","GSM637789|GSM670064","ENCBS626IJF","Transcriptome analysis by microarray"
"297A1","CVCL_DP73","1503-4f1; HPS0057","Induced pluripotent stem cell","","","GSM1040266|GSM1040336",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"297F1","CVCL_DP71","1392-4f2; HPS0058","Induced pluripotent stem cell","","","GSM1040264|GSM1040334",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"346D1","CVCL_DQ33","","Induced pluripotent stem cell","","","GSM2152671",NA,NA
"346E1","CVCL_DQ34","","Induced pluripotent stem cell","","","GSM2152672",NA,NA
"346E2","CVCL_DQ35","","Induced pluripotent stem cell","","","GSM2152673",NA,NA
"346F1","CVCL_DQ36","","Induced pluripotent stem cell","","","GSM2152674",NA,NA
"363G1","CVCL_DQ37","","Induced pluripotent stem cell","","","GSM2152675",NA,NA
"404C2","CVCL_DP92","404C-2","Induced pluripotent stem cell","","","GSM1040274|GSM1040344|GSM1489194|GSM1489223|GSM1489252|GSM1489427",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"409B2","CVCL_K092","409-B2; 409B-2; HPS0076; BRCi023-A; CIRAi007-A","Induced pluripotent stem cell","","","GSM1040275|GSM1040345|GSM1489195|GSM1489224|GSM1489251|GSM1489428",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"414C2","CVCL_DP60","414C-2; HPS4292","Induced pluripotent stem cell","","","GSM1040276|GSM1040346|GSM1899767",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"418C1","CVCL_DP93","418C-1","Induced pluripotent stem cell","","","GSM1489289",NA,NA
"421C1","CVCL_DP94","421C-1","Induced pluripotent stem cell","","","GSM1899765",NA,NA
"427F1","CVCL_DQ31","","Induced pluripotent stem cell","","","GSM1489196|GSM1489225|GSM1489431",NA,NA
"428C2","CVCL_DP97","428C-2","Induced pluripotent stem cell","","","GSM1899766",NA,NA
"451F3","CVCL_DP98","451F-3","Induced pluripotent stem cell","","","GSM1040277|GSM1040347|GSM1489197|GSM1489241|GSM1489432",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"453C2","CVCL_DR12","","Induced pluripotent stem cell","","","GSM1899762",NA,NA
"453F2","CVCL_DP99","453F-2","Induced pluripotent stem cell","","","GSM1899759",NA,NA
"454B1","CVCL_DQ01","454B-1","Induced pluripotent stem cell","","","GSM1899760",NA,NA
"454D1","CVCL_DQ03","454D-1","Induced pluripotent stem cell","","","GSM1899761",NA,NA
"454E2","CVCL_T791","454-E2; 454 E2; 454E-2; HPS0077","Induced pluripotent stem cell","","","GSM1040278|GSM1040348|GSM1489198|GSM1489242|GSM1489433",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"457C1","CVCL_DQ05","457C-1","Induced pluripotent stem cell","","","GSM1489199|GSM1489243|GSM1489255|GSM1489434",NA,NA
"585A1","CVCL_DQ06","HPS0354","Induced pluripotent stem cell","","CVCL_DQ07 ! 585B1|CVCL_DQ20 ! 692D2|CVCL_LJ36 ! 692E1|CVCL_DQ21 ! 703A1|CVCL_DQ22 ! 703B1","GSM1040279|GSM1040349|GSM1489230|GSM1489447|GSM2152683|GSM2152684|GSM2152685|GSM2152686|GSM2152687|GSM2152688|GSM2152689|GSM2152690|GSM2592208|GSM2592209",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|Deep proteome analysis|DNA methylation analysis"
"585B1","CVCL_DQ07","","Induced pluripotent stem cell","","CVCL_DQ06 ! 585A1|CVCL_DQ20 ! 692D2|CVCL_LJ36 ! 692E1|CVCL_DQ21 ! 703A1|CVCL_DQ22 ! 703B1","GSM1040280|GSM1040350|GSM1489231|GSM1489448",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"585B1-868","CVCL_UP50","BTAG 585B1-868; 585B1 BTAG (XY)","Induced pluripotent stem cell","","","GSM2592205|GSM2592206",NA,"Transcriptome analysis by RNAseq"
"59SV3","CVCL_QX17","","Induced pluripotent stem cell","","CVCL_QX16 ! 59SCV3|CVCL_QX18 ! 59SV4|CVCL_QX19 ! 59SV9|CVCL_T837 ! P59M8|CVCL_QX67 ! P59M9","GSM1227443",NA,"Transcriptome analysis by microarray"
"59SV4","CVCL_QX18","","Induced pluripotent stem cell","","CVCL_QX16 ! 59SCV3|CVCL_QX17 ! 59SV3|CVCL_QX19 ! 59SV9|CVCL_T837 ! P59M8|CVCL_QX67 ! P59M9","GSM1227444",NA,"Transcriptome analysis by microarray"
"59SV9","CVCL_QX19","","Induced pluripotent stem cell","","CVCL_QX16 ! 59SCV3|CVCL_QX17 ! 59SV3|CVCL_QX18 ! 59SV4|CVCL_T837 ! P59M8|CVCL_QX67 ! P59M9","GSM1227445|GSM1227446",NA,"Transcriptome analysis by microarray"
"604A1","CVCL_DQ08","","Induced pluripotent stem cell","","CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040281|GSM1040351|GSM1489290",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"604A3","CVCL_DQ09","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040282|GSM1040352",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"604B1","CVCL_DQ10","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040283|GSM1040353",NA,"Transcriptome analysis by microarray|Deep exome analysis|DNA methylation analysis"
"606A1","CVCL_DQ11","HPS0328","Induced pluripotent stem cell","","CVCL_DQ12 ! 606B1|CVCL_DQ23 ! 711A1|CVCL_DR11 ! 711A5|CVCL_DQ24 ! 711A6|CVCL_DQ25 ! 711C1","GSM1040284|GSM1040354|GSM1489239|GSM1489442",NA,"Transcriptome analysis by microarray|Deep proteome analysis|DNA methylation analysis"
"606B1","CVCL_DQ12","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ23 ! 711A1|CVCL_DR11 ! 711A5|CVCL_DQ24 ! 711A6|CVCL_DQ25 ! 711C1","GSM1040285|GSM1040355",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"610A2","CVCL_DQ13","","Induced pluripotent stem cell","","CVCL_DQ14 ! 610B1|CVCL_DQ18 ! 665A1|CVCL_DQ19 ! 665A7","GSM1040286|GSM1040356",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"610B1","CVCL_DQ14","HPS0331","Induced pluripotent stem cell","","CVCL_DQ13 ! 610A2|CVCL_DQ18 ! 665A1|CVCL_DQ19 ! 665A7","GSM1040287|GSM1040357|GSM1489240|GSM1489258|GSM1489443|GSM1942571",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"622C1","CVCL_DQ32","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM2152676",NA,NA
"622E1","CVCL_DQ15","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040288|GSM1040358|GSM2152677",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"622G1","CVCL_DQ16","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ30 ! 648A1|CVCL_DQ17 ! 648B1","GSM1040359|GSM1040289",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"648A1","CVCL_DQ30","HPS0360","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ17 ! 648B1","GSM1489207|GSM1489233|GSM1489257|GSM1489445",NA,NA
"648B1","CVCL_DQ17","","Induced pluripotent stem cell","","CVCL_DQ08 ! 604A1|CVCL_DQ09 ! 604A3|CVCL_DQ10 ! 604B1|CVCL_DQ32 ! 622C1|CVCL_DQ15 ! 622E1|CVCL_DQ16 ! 622G1|CVCL_DQ30 ! 648A1","GSM1489208|GSM1489234|GSM1489446",NA,NA
"665A1","CVCL_DQ18","","Induced pluripotent stem cell","","CVCL_DQ13 ! 610A2|CVCL_DQ14 ! 610B1|CVCL_DQ19 ! 665A7","GSM1040292|GSM1040362",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"665A7","CVCL_DQ19","","Induced pluripotent stem cell","","CVCL_DQ13 ! 610A2|CVCL_DQ14 ! 610B1|CVCL_DQ18 ! 665A1","GSM1040293|GSM1040363|GSM1489238|GSM1489444",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"692D2","CVCL_DQ20","","Induced pluripotent stem cell","","CVCL_DQ06 ! 585A1|CVCL_DQ07 ! 585B1|CVCL_LJ36 ! 692E1|CVCL_DQ21 ! 703A1|CVCL_DQ22 ! 703B1","GSM1489209|GSM1489232|GSM1489256|GSM1489449|GSM1942573",NA,NA
"703A1","CVCL_DQ21","","Induced pluripotent stem cell","","CVCL_DQ06 ! 585A1|CVCL_DQ07 ! 585B1|CVCL_DQ20 ! 692D2|CVCL_LJ36 ! 692E1|CVCL_DQ22 ! 703B1","GSM1040290|GSM1040360",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"703B1","CVCL_DQ22","","Induced pluripotent stem cell","","CVCL_DQ06 ! 585A1|CVCL_DQ07 ! 585B1|CVCL_DQ20 ! 692D2|CVCL_LJ36 ! 692E1|CVCL_DQ21 ! 703A1","GSM1040291|GSM1040361",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"711A1","CVCL_DQ23","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ12 ! 606B1|CVCL_DR11 ! 711A5|CVCL_DQ24 ! 711A6|CVCL_DQ25 ! 711C1","GSM1040294|GSM1040364",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"711A5","CVCL_DR11","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ12 ! 606B1|CVCL_DQ23 ! 711A1|CVCL_DQ24 ! 711A6|CVCL_DQ25 ! 711C1","GSM2152678",NA,NA
"711A6","CVCL_DQ24","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ12 ! 606B1|CVCL_DQ23 ! 711A1|CVCL_DR11 ! 711A5|CVCL_DQ25 ! 711C1","GSM1040295|GSM1040365",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"711C1","CVCL_DQ25","","Induced pluripotent stem cell","","CVCL_DQ11 ! 606A1|CVCL_DQ12 ! 606B1|CVCL_DQ23 ! 711A1|CVCL_DR11 ! 711A5|CVCL_DQ24 ! 711A6","GSM1040296|GSM1040366",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"744A2","CVCL_DQ26","","Induced pluripotent stem cell","","CVCL_DQ27 ! 744B9|CVCL_DQ28 ! 751A3|CVCL_DQ29 ! 751B4","GSM936066|GSM1489210|GSM1489236|GSM1489450|GSM1942572|GSM1942588|GSM1942589",NA,NA
"744B9","CVCL_DQ27","","Induced pluripotent stem cell","","CVCL_DQ26 ! 744A2|CVCL_DQ28 ! 751A3|CVCL_DQ29 ! 751B4","GSM936067|GSM1489211|GSM1489235|GSM1489451",NA,NA
"751A3","CVCL_DQ28","","Induced pluripotent stem cell","","CVCL_DQ26 ! 744A2|CVCL_DQ27 ! 744B9|CVCL_DQ29 ! 751B4","GSM936064|GSM1489212|GSM1489228|GSM1489452",NA,NA
"751B4","CVCL_DQ29","","Induced pluripotent stem cell","","CVCL_DQ26 ! 744A2|CVCL_DQ27 ! 744B9|CVCL_DQ28 ! 751A3","GSM936065|GSM1489213|GSM1489229|GSM1489453|GSM1493701|GSM1942577|GSM1942578|GSM1942579",NA,NA
"798A3","CVCL_DQ38","","Induced pluripotent stem cell","","","GSM2152679",NA,NA
"798B2","CVCL_DQ39","","Induced pluripotent stem cell","","","GSM2152680",NA,NA
"7KE2","CVCL_DR15","","Induced pluripotent stem cell","","","GSM1489216|GSM1489456",NA,NA
"821A1","CVCL_DQ40","","Induced pluripotent stem cell","","","GSM2152681",NA,NA
"821B1","CVCL_DQ41","","Induced pluripotent stem cell","","","GSM2152682",NA,NA
"A0031 iPS#34","CVCL_IN38","A0031 #34; A0031-derived iPSC clone 34; WS iPSC #34","Induced pluripotent stem cell","NCIt; C3447; Werner syndrome|ORDO; Orphanet_902; Werner syndrome","","GSM1519866",NA,"Transcriptome analysis by microarray"
"AH016-3","CVCL_A8X5","iPS-AH016-3; AH016 control iPSc clone 3; CTL5","Induced pluripotent stem cell","","","GSM2055806|GSM2055813",NA,"Transcriptome analysis by microarray"
"AM-iPS-13","CVCL_D908","Basil; AM-iPS#13","Induced pluripotent stem cell","","","GSM607984",NA,"DNA methylation analysis"
"AM-iPS-20","CVCL_D915","Lovage; AM-iPS#20","Induced pluripotent stem cell","","","GSM520674|GSM520675|GSM520676|GSM520677|GSM520678|GSM520679|GSM607985",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"AM-iPS-3","CVCL_D916","Sage; AM-iPS-03; AM-iPS#3","Induced pluripotent stem cell","","","GSM520671|GSM520672|GSM520673|GSM607978",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"AM-iPS-5","CVCL_D918","Chives; AM-iPS-05; AM-iPS#5","Induced pluripotent stem cell","","","GSM520680|GSM520681|GSM520682|GSM607979",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"AM-iPS-6","CVCL_D919","Hyssop; AM-iPS-06; AM-iPS#6","Induced pluripotent stem cell","","","GSM607980",NA,"DNA methylation analysis"
"AM-iPS-7","CVCL_D920","Marry; AM-iPS-07; AM-iPS#7","Induced pluripotent stem cell","","","GSM520683|GSM520684|GSM520685|GSM520706|GSM520707|GSM520708",NA,"Transcriptome analysis by microarray"
"AM-iPS-8","CVCL_D921","Thyme; AM-iPS-08; AM-iPS#8","Induced pluripotent stem cell","","","GSM520686|GSM520687|GSM520688|GSM607981|GSM607982|GSM607983|GSM608024",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"BIONi010-A","CVCL_1E66","K1_shp53; K1P53","Induced pluripotent stem cell","","CVCL_1E67 ! BIONi010-B|CVCL_1E68 ! BIONi010-C","GSM1183105",NA,"Genome sequenced|Transcriptome analysis by microarray"
"BIONi010-B","CVCL_1E67","K2_shp53; K2P53","Induced pluripotent stem cell","","CVCL_1E66 ! BIONi010-A|CVCL_1E68 ! BIONi010-C","GSM1183106",NA,"Genome sequenced|Transcriptome analysis by microarray"
"BIONi010-C","CVCL_1E68","K3_shp53; K3P53","Induced pluripotent stem cell","","CVCL_1E66 ! BIONi010-A|CVCL_1E67 ! BIONi010-B","GSM1183107",NA,"Genome sequenced|Transcriptome analysis by microarray"
"BJ-RiPS-1.1","CVCL_C922","BJ_RiPS_1.1; BJ-RiPS1.1","Induced pluripotent stem cell","","","GSM579907",NA,"Transcriptome analysis by microarray"
"BJ-RiPS-1.2","CVCL_C923","BJ_RiPS_1.2; BJ-RiPS1.2","Induced pluripotent stem cell","","","GSM579908",NA,"Transcriptome analysis by microarray"
