"id","accession","synonyms","category","disease","origin","geo","encode","omics"
"CSES13","CVCL_B824","Cedars Sinai Embryonic Stem cell 13","Embryonic stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1576688",NA,"Transcriptome analysis by microarray"
"CSES15","CVCL_B826","Cedars Sinai Embryonic Stem cell 15","Embryonic stem cell","","","GSM1246013",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"CSES20","CVCL_B831","Cedars Sinai Embryonic Stem cell 20","Embryonic stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1576689",NA,"Transcriptome analysis by microarray"
"CSES21","CVCL_B832","Cedars Sinai Embryonic Stem cell 21","Embryonic stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1576690",NA,"Transcriptome analysis by microarray"
"CSES22","CVCL_B833","Cedars Sinai Embryonic Stem cell 22","Embryonic stem cell","NCIt; C37866; Trisomy 16|ORDO; Orphanet_98131; Total autosomal trisomy","","GSM1246010|GSM1246017|GSM1246020|GSM1576686",NA,"Transcriptome analysis by microarray"
"CSES25","CVCL_B836","Cedars Sinai Embryonic Stem cell 25","Embryonic stem cell","","","GSM1246014",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"CSES26","CVCL_EG75","Cedars Sinai Embryonic Stem cell 26","Embryonic stem cell","","","GSM1246015",NA,"Transcriptome analysis by microarray"
"CSES32","CVCL_EG76","Cedars Sinai Embryonic Stem cell 32","Embryonic stem cell","NCIt; C43224; Trisomy 21","","GSM1576691",NA,"Transcriptome analysis by microarray"
"CSES45","CVCL_EG77","Cedars Sinai Embryonic Stem cell 45","Embryonic stem cell","NCIt; C36420; Trisomy 12|ORDO; Orphanet_98131; Total autosomal trisomy","","GSM1246011|GSM1246018|GSM1576687",NA,"Transcriptome analysis by microarray"
"CSES7","CVCL_B818","CSES07; Cedars Sinai Embryonic Stem cell 7","Embryonic stem cell","","","GSM1246012",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"CSES8","CVCL_B819","Cedars Sinai Embryonic Stem cell 8","Embryonic stem cell","NCIt; C37865; Trisomy 17|ORDO; Orphanet_98131; Total autosomal trisomy","","GSM540749",NA,NA
"CyT49","CVCL_B850","VCYTe001-A","Embryonic stem cell","","","GSM1548607|GSM1548608","ENCBS882LFH|ENCBS976TXC",NA
"H14.s3","CVCL_C3IU","","Embryonic stem cell","","","GSM151739|GSM151741",NA,"Transcriptome analysis by microarray"
"H9-WISP3KO","CVCL_D1GU","","Embryonic stem cell","NCIt; C202612; Progressive pseudorheumatoid dysplasia|ORDO; Orphanet_1159; Progressive pseudorheumatoid arthropathy of childhood","","GSM7192008|GSM7192009|GSM7192010|GSM7192028|GSM7192029",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by single cell RNAseq"
"HES-1","CVCL_D092","HES 1; ES01; hES1; ESIBIOe001-A; ESIBIe001-A","Embryonic stem cell","","","GSM856722|GSM862725",NA,"Transcriptome analysis by microarray"
"HES-2","CVCL_D093","hES-2; HES 2; HES2; hES2; ES02; ESIBIOe002-A; ESIBIe002-A","Embryonic stem cell","","","GSM856723|GSM862740",NA,"Transcriptome analysis by microarray"
"HES-3","CVCL_7158","hES-3; HES 3; HES3; hES3; ESI-hES3; hES 3; ES03; ESIBIOe003-A; ESIBIe003-A","Embryonic stem cell","","","GSM239976|GSM288328|GSM288330|GSM288395|GSM383880|GSM384101|GSM856724|GSM862741|GSM1040244|GSM1040314|GSM1084820|GSM1084834|GSM1084938|GSM1084939|GSM1084940|GSM1084993|GSM1085016|GSM1589802|GSM1589814|GSM1589934|GSM1589946",NA,"Transcriptome analysis by microarray|Deep proteome analysis|DNA methylation analysis|Transcriptome analysis by serial analysis of gene expression (SAGE)"
"HES-4","CVCL_D094","HES 4; HES4; ES04; ESIBIOe004-A; ESIBIe004-A","Embryonic stem cell","","","GSM288338|GSM383881|GSM384102|GSM1040245|GSM1040315",NA,"Transcriptome analysis by microarray|DNA methylation analysis|Transcriptome analysis by serial analysis of gene expression (SAGE)"
"HES-5","CVCL_D095","HES 5; ES05; hES5; ESIBIOe005-A; ESIBIe005-A","Embryonic stem cell","","","GSM856725|GSM862734",NA,"Transcriptome analysis by microarray"
"HES-6","CVCL_D096","HES 6; ES06; hES6; ESIBIOe006-A; ESIBIe006-A","Embryonic stem cell","","","GSM288342|GSM856726|GSM862735|GSM1040246|GSM1040316|GSM1489294",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"HS1001","CVCL_HF74","KIe055-A","Embryonic stem cell","","","GSM1293445|GSM1293453",NA,"SNP array analysis"
"HS181","CVCL_C229","KIe001-A","Embryonic stem cell","","","GSM569193|GSM569194|GSM1293456|GSM1293457|GSM1293458|GSM1293459",NA,"Transcriptome analysis by microarray|SNP array analysis"
"HS401","CVCL_C212","KIe019-A","Embryonic stem cell","","","GSM1293450",NA,"Array-based CGH|SNP array analysis|Deep exome analysis"
"HS916","CVCL_HF72","KIe051-A","Embryonic stem cell","","","GSM1293448",NA,"SNP array analysis"
"HS975","CVCL_9S00","KIe032-A","Embryonic stem cell","","","GSM1293447|GSM1293454",NA,"SNP array analysis|Deep exome analysis"
"HS980","CVCL_2Z88","KIe033-A","Embryonic stem cell","","","GSM1293446|GSM1293452",NA,"SNP array analysis|Deep exome analysis"
"HS983a","CVCL_HF71","KIe053-A","Embryonic stem cell","","","GSM1293449|GSM1293455",NA,"SNP array analysis"
"HS999","CVCL_HF73","KIe054-A","Embryonic stem cell","","","GSM1293444",NA,"SNP array analysis"
"HSF-1","CVCL_D003","UC01; UCSFe003-A","Embryonic stem cell","","","GSM288327|GSM288332|GSM288337|GSM239977|GSM239978",NA,"Transcriptome analysis by microarray"
"HSF-1-14","CVCL_D004","HSF1.14; UCSFe003-A-1; UCSFe001-A","Embryonic stem cell","","","GSM288379",NA,NA
"HSF-6","CVCL_D005","HSF6; hSF6; UC06; UC 06; UCSFe002-A","Embryonic stem cell","","","GSM383882|GSM384103|GSM856728|GSM856738|GSM862727",NA,"Transcriptome analysis by microarray|Transcriptome analysis by serial analysis of gene expression (SAGE)"
"HUES 1","CVCL_B139","HUES-1; HUES1; HuES1; Hues1; HVRDe001-A","Embryonic stem cell","","","GSM637758|GSM1422443|GSM1422444","ENCBS771TSF|ENCBS790PAZ|ENCBS836MPJ","Transcriptome analysis by microarray"
"HUES 13","CVCL_B143","HUES-13; HUES13; HuES13; Hues13; HVRDe013-A","Embryonic stem cell","","","GSM637763|GSM670087","ENCBS429TAI","Transcriptome analysis by microarray"
"HUES 2","CVCL_B150","HUES-2; HUES2; HuES2; HVRDe002-A","Embryonic stem cell","","","GSM608010",NA,"DNA methylation analysis"
"HUES 28","CVCL_B159","HUES28","Embryonic stem cell","","","GSM637764","ENCBS356KHC","Transcriptome analysis by microarray"
"HUES 3","CVCL_B161","HUES-3; HuES-3; HUES3; HuES3; Hues3; HVRDe003-A","Embryonic stem cell","","","GSM608011|GSM608029|GSM621767|GSM637759|GSM670075","ENCBS087WPL|ENCBS433HCT","Transcriptome analysis by microarray|DNA methylation analysis"
"HUES 44","CVCL_B177","HUES44","Embryonic stem cell","","","GSM637765|GSM670089","ENCBS440AUU","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"HUES 45","CVCL_B178","HUES45","Embryonic stem cell","","","GSM637766|GSM670084|GSM670091","ENCBS142AAM|ENCBS384VFC","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"HUES 48","CVCL_B181","HUES48","Embryonic stem cell","","","GSM621598|GSM637767|GSM669936|GSM669942|GSM669954|GSM670013|GSM670039|GSM772755|GSM772766|GSM772780|GSM772793|GSM772794|GSM772796|GSM772797|GSM772798|GSM772799|GSM909322|GSM997250","ENCBS099BXQ|ENCBS203SNR|ENCBS395IFY|ENCBS585ALE","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"HUES 49","CVCL_B182","HUES49","Embryonic stem cell","","","GSM621603|GSM637768|GSM909323","ENCBS684BJP","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"HUES 53","CVCL_B187","HUES53; HuES53","Embryonic stem cell","","","GSM621601|GSM637769|GSM909324","ENCBS629MNT","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"HUES 6","CVCL_B194","HUES-6; HUES6; HuES6; Hues6; HVRDe006-A","Embryonic stem cell","","","GSM525424|GSM525425|GSM525426|GSM608012|GSM621700|GSM637760|GSM669885|GSM669886|GSM669887|GSM669888|GSM669889|GSM669890|GSM669891|GSM669892|GSM669893|GSM669894|GSM669895|GSM669897|GSM669898|GSM670080|GSM1112774|GSM1112776|GSM1153528","ENCBS153ORV|ENCBS271TBU|ENCBS530IZG|ENCBS912XKA","Transcriptome analysis by microarray|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|DNA methylation analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"HUES 62","CVCL_B197","HUES62","Embryonic stem cell","","","GSM621595|GSM637770","ENCBS107ECP","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"HUES 63","CVCL_B198","HUES63","Embryonic stem cell","","","GSM621591|GSM637771","ENCBS301DIL","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"HUES 64","CVCL_B199","HUES64; HuES64","Embryonic stem cell","","","GSM621594|GSM637772|GSM669928|GSM669932|GSM669963|GSM669966|GSM669967|GSM669974|GSM772749|GSM772750|GSM772751|GSM772752|GSM772754|GSM772756|GSM772800|GSM772807|GSM772856|GSM772912|GSM772913|GSM772971|GSM772977|GSM772978|GSM772979|GSM772980|GSM773002|GSM773003|GSM997249|GSM1112775|GSM1112834|GSM1112837|GSM1112840|GSM1112841|GSM1227087","ENCBS015UPH|ENCBS078ITI|ENCBS179VGA|ENCBS183DGX|ENCBS389KQW|ENCBS479IFR|ENCBS553VXQ|ENCBS614QHK|ENCBS666HUG|ENCBS766XXZ|ENCBS918DAB","Genome sequenced|Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"HUES 65","CVCL_B200","HUES65","Embryonic stem cell","","","GSM621599|GSM637773","ENCBS155QMO","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"HUES 66","CVCL_B201","HUES66","Embryonic stem cell","","","GSM621592|GSM637774|GSM670049","ENCBS032OHT","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"HUES 8","CVCL_B207","HUES-8; HUES8; HuES8; HVRDe008-A","Embryonic stem cell","","","GSM608013|GSM608030|GSM621709|GSM637761","ENCBS458EUG|ENCBS989VLH","Transcriptome analysis by microarray|DNA methylation analysis"
"HUES 9","CVCL_0057","HUES-9; HUES9; HuES9; Hues9; HVRDe009-A","Embryonic stem cell","","","GSM608014|GSM608031|GSM621718|GSM637762","ENCBS579EEW","Transcriptome analysis by microarray|Deep proteome analysis|DNA methylation analysis|Deep phosphoproteome analysis"
"I 3","CVCL_C376","I3; Israel number 3; TE03; TE-03; ES-I3; hES I3; HESI3; TECHe001-A","Embryonic stem cell","","","GSM537624|GSM537625|GSM537626|GSM537627|GSM537647|GSM537648|GSM537664|GSM537665|GSM537668|GSM537669|GSM537670|GSM537672|GSM621345|GSM621348|GSM621386|GSM772789|GSM856736|GSM981282|GSM981293|GSM1342462|GSM1342464","ENCBS057COO|ENCBS058LJQ|ENCBS065EQG|ENCBS224XQX|ENCBS268NCC|ENCBS312JDV|ENCBS401QZO|ENCBS412HHB|ENCBS421TWG|ENCBS433JWB|ENCBS524MEF|ENCBS533SYQ|ENCBS593HOC|ENCBS599JGY|ENCBS682JTI|ENCBS811OSD","Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis"
"I 4","CVCL_C379","I4; Israel number 4; TE04; TE-04; TECHe002-A","Embryonic stem cell","","","GSM856735|GSM862726",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"I 6","CVCL_C380","I6; Israel number 6; TE06; TE-06; I6 p50; TECHe003-A","Embryonic stem cell","","","GSM856737",NA,"Transcriptome analysis by microarray"
"KhES-1","CVCL_B231","KHES-1; KhES1; KUIMSe001-A","Embryonic stem cell","","","GSM1040238|GSM1040308|GSM1489246|GSM1489457",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"KhES-2","CVCL_B232","KHES-2; KhES2; KUIMSe002-A","Embryonic stem cell","","","GSM1519868",NA,"Transcriptome analysis by microarray"
"KhES-3","CVCL_B233","KHES-3; KhES3; KUIMSe003-A","Embryonic stem cell","","","GSM1040239|GSM1040309|GSM1489247|GSM1489259|GSM1489458|GSM1942576|GSM1942580|GSM1942581|GSM1942582|GSM1942583|GSM1942584|GSM1942585|GSM1942586|GSM1942587",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"KhES-4","CVCL_T797","KHES-4; KhES4","Embryonic stem cell","","","GSM1040240|GSM1040310",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"KhES-5","CVCL_T798","KHES-5; KhES5","Embryonic stem cell","","","GSM1040241|GSM1040311",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"Lis39_FXS8N","CVCL_Y365","Lis39_FXS_8_N; LIS39; LIS2","Embryonic stem cell","NCIt; C84717; Fragile X syndrome|ORDO; Orphanet_908; Fragile X syndrome","","GSM1571895|GSM1571896|GSM1571897|GSM1571898|GSM1571899|GSM1571900|GSM1571901|GSM1571902|GSM1571903|GSM1571904|GSM1571905|GSM1571906",NA,"H3K4me3 ChIP-seq epigenome analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"LSJ-2","CVCL_EG98","LSJ2","Embryonic stem cell","","","GSM738199|GSM738202",NA,NA
"MSHRIe001-A-SOX7 control 1","CVCL_C3L2","CA1 NoCre Sox7H","Embryonic stem cell","","","GSM272915",NA,"Transcriptome analysis by microarray"
"MSHRIe001-A-SOX7 control 2","CVCL_C3L3","CA1 NoCre Sox7I","Embryonic stem cell","","","GSM272917",NA,"Transcriptome analysis by microarray"
"MSHRIe001-A-SOX7 overexpressing 1","CVCL_C3L4","CA1 Cre Sox7H","Embryonic stem cell","","","GSM272914",NA,"Transcriptome analysis by microarray"
"MSHRIe001-A-SOX7 overexpressing 2","CVCL_C3L5","CA1 Cre Sox7I","Embryonic stem cell","","","GSM272916",NA,"Transcriptome analysis by microarray"
"MSHRIe002-A-SOX17 control 1","CVCL_C3L6","CA2 NoCre Sox17D","Embryonic stem cell","","","GSM272919",NA,"Transcriptome analysis by microarray"
"MSHRIe002-A-SOX17 control 2","CVCL_C3L7","CA2 NoCre Sox17E","Embryonic stem cell","","","GSM272921",NA,"Transcriptome analysis by microarray"
"MSHRIe002-A-SOX17 overexpressing 1","CVCL_C3L8","CA2 Cre Sox17D","Embryonic stem cell","","","GSM272918",NA,"Transcriptome analysis by microarray"
"MSHRIe002-A-SOX17 overexpressing 2","CVCL_C3L9","CA2 Cre Sox17E","Embryonic stem cell","","","GSM272920",NA,"Transcriptome analysis by microarray"
"NTUe001-A","CVCL_C108","NTU1; National Taiwan University 1","Embryonic stem cell","","","GSM674604",NA,NA
"SA001","CVCL_B347","SA01; Sahlgrenska 1; CEBe033-A","Embryonic stem cell","","","GSM856727|GSM862736",NA,"Transcriptome analysis by microarray"
"SA002","CVCL_B348","SA02; Sahlgrenska 2; CEBe034-A","Embryonic stem cell","NCIt; C36529; Trisomy 13|ORDO; Orphanet_3378; Trisomy 13","","GSM862737|GSM1040247|GSM1040317",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"SCSe001-A","CVCL_B863","MEL-1; Mel-1; Mel 1; Mel1; MEL1","Embryonic stem cell","","","GSM1053949|GSM1053950|GSM1053951",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"Shef1","CVCL_9788","SHEF1; Shef-1; SHEF-1; Shef 1; SHEFF-1; AXORe001-A","Embryonic stem cell","","","GSM569201|GSM569202",NA,"Transcriptome analysis by microarray"
"Shef2","CVCL_9789","SHEF2; Shef-2; SHEF-2; Shef 2; SHEFF-2; AXORe002-A","Embryonic stem cell","","","GSM755490|GSM755493",NA,NA
"UCLA 1","CVCL_9951","UCLA1","Embryonic stem cell","","","GSM1395311",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"UCLA 2","CVCL_9953","UCLA2","Embryonic stem cell","","","GSM1395312",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"UCLA 3","CVCL_9954","UCLA3","Embryonic stem cell","","","GSM1395313",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"UCLA 4","CVCL_9955","UCLA4","Embryonic stem cell","","","GSM1395314",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"UCLA 5","CVCL_9956","UCLA5","Embryonic stem cell","","","GSM1395315",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"UCLA 6","CVCL_9957","UCLA6","Embryonic stem cell","","","GSM1395316",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"UCSF4","CVCL_A022","UCSF-4","Embryonic stem cell","","","GSM941748|GSM941749|GSM941750|GSM941751|GSM941752|GSM941753|GSM958175|GSM958179|GSM1127063|GSM1127070|GSM1127080|GSM1127081|GSM1127084|GSM1127090|GSM1127109|GSM1127112|GSM1127122|GSM1127123|GSM1582485","ENCBS274MNP|ENCBS281XEU|ENCBS296VOU|ENCBS311CPE|ENCBS488VWE|ENCBS496TQG|ENCBS497PCQ|ENCBS838AWQ","Genome sequenced|Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis|H3K4me3 ChIP-seq epigenome analysis|DNA methylation analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis"
"UM139-2 PGD","CVCL_X366","UM139-2-PGD; UM 139-2; UM139-2","Embryonic stem cell","NCIt; C84717; Fragile X syndrome|ORDO; Orphanet_908; Fragile X syndrome","","GSM3053266|GSM3053267",NA,"Transcriptome analysis by RNAseq"
"UM4-6","CVCL_B840","","Embryonic stem cell","","","GSM3053264|GSM3053265",NA,"Transcriptome analysis by RNAseq|SNP array analysis|Deep exome analysis"
"VAL-3","CVCL_9962","VAL3; ESe011-A","Embryonic stem cell","","","GSM569195|GSM569196",NA,"Transcriptome analysis by microarray"
"WA01","CVCL_9771","WA 01; WA-01; WA1; H1; H1-hESC; ESC H1; GE01; WAe001-A; WICELLe001-A; WA01-PCBC; PCBC02hse2011100705; SC11-014","Embryonic stem cell","","","GSM288339|GSM347921|GSM383873|GSM383874|GSM384095|GSM384096|GSM409307|GSM409308|GSM409312|GSM410807|GSM410808|GSM428286|GSM428289|GSM428291|GSM428295|GSM428296|GSM429321|GSM429322|GSM429323|GSM432392|GSM432685|GSM432686|GSM433167|GSM433170|GSM433171|GSM433174|GSM433176|GSM433177|GSM433179|GSM434762|GSM434776|GSM434785|GSM438361|GSM438362|GSM450236|GSM450239|GSM450266|GSM450268|GSM450270|GSM466732|GSM466734|GSM466737|GSM466739|GSM469971|GSM484408|GSM537679|GSM537680|GSM537681|GSM537682|GSM537683|GSM537684|GSM537685|GSM543005|GSM579898|GSM579899|GSM569199|GSM569200|GSM602251|GSM602252|GSM602253|GSM637775|GSM733657|GSM733670|GSM733672|GSM733687|GSM733718|GSM733725|GSM733748|GSM733773|GSM733782|GSM736582|GSM803345|GSM803365|GSM803366|GSM803377|GSM803382|GSM803396|GSM803405|GSM803419|GSM803424|GSM803425|GSM803426|GSM803427|GSM803428|GSM803430|GSM803437|GSM803438|GSM803450|GSM803466|GSM803476|GSM803484|GSM803501|GSM803506|GSM803512|GSM803513|GSM803529|GSM803542|GSM816632|GSM822274|GSM822297|GSM822300|GSM856729|GSM862728|GSM935289|GSM935292|GSM935293|GSM935295|GSM935296|GSM935297|GSM935303|GSM935308|GSM935348|GSM935352|GSM935379|GSM935380|GSM935382|GSM935434|GSM935463|GSM935509|GSM935514|GSM935517|GSM935580|GSM935581|GSM935614|GSM1003444|GSM1003446|GSM1003451|GSM1003457|GSM1003472|GSM1003473|GSM1003479|GSM1003509|GSM1003513|GSM1003524|GSM1003547|GSM1003571|GSM1003572|GSM1003573|GSM1003579|GSM1003584|GSM1003585|GSM1003619|GSM1010742|GSM1010743|GSM1010776|GSM1010845|GSM1010896|GSM1010898|GSM1010899|GSM1040242|GSM1040312|GSM1084833|GSM1084941|GSM1084942|GSM1153529|GSM1489248|GSM1489459|GSM1582545|GSM1658376","ENCBS001VRA|ENCBS011NFB|ENCBS019EUF|ENCBS040WGM|ENCBS051SJH|ENCBS055BDT|ENCBS055DBZ|ENCBS060CKC|ENCBS060MZO|ENCBS081AUS|ENCBS083WOY|ENCBS086PQW|ENCBS103ZIA|ENCBS111ENC|ENCBS131GSD|ENCBS153GON|ENCBS182IPV|ENCBS215WGD|ENCBS244HDB|ENCBS253TYD|ENCBS262EHC|ENCBS270AGK|ENCBS282MUP|ENCBS284CPV|ENCBS285QSX|ENCBS299BNQ|ENCBS299NOL|ENCBS307HNW|ENCBS309DZE|ENCBS345JIP|ENCBS364BFI|ENCBS368BPP|ENCBS371MFZ|ENCBS380OBH|ENCBS409PYK|ENCBS428NIG|ENCBS440MTS|ENCBS479XUT|ENCBS484NGW|ENCBS497CZZ|ENCBS513BIK|ENCBS534NMZ|ENCBS540UTP|ENCBS559QNR|ENCBS568FYY|ENCBS570AYT|ENCBS582QGL|ENCBS614LXI|ENCBS626BQK|ENCBS649THQ|ENCBS661AAA|ENCBS665AAA|ENCBS668AAA|ENCBS670AAA|ENCBS704NOS|ENCBS706WYC|ENCBS708BLT|ENCBS711AAA|ENCBS716AAA|ENCBS716FMR|ENCBS717WTB|ENCBS718AAA|ENCBS720AAA|ENCBS731AAA|ENCBS732AAA|ENCBS733AAA|ENCBS734AAA|ENCBS739PSV|ENCBS740OND|ENCBS780AAA|ENCBS780WAB|ENCBS797AAA|ENCBS802AAA|ENCBS803AAA|ENCBS819TBN|ENCBS820AAA|ENCBS847AAA|ENCBS849HZG|ENCBS854AAA|ENCBS855AAA|ENCBS874KZJ|ENCBS899KQD|ENCBS899NYB|ENCBS929BKG|ENCBS945MCY|ENCBS951DDF|ENCBS952IPA|ENCBS977TKX|ENCBS982HXP|ENCBS984IPH","Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|H3K9ac ChIP-seq epigenome analysis|H3K4me3 ChIP-seq epigenome analysis|Deep proteome analysis|DNA methylation analysis|H3K27ac ChIP-seq epigenome analysis|H3K4me1 ChIP-seq epigenome analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|H3K9me3 ChIP-seq epigenome analysis|Deep phosphoproteome analysis|Transcriptome analysis by serial analysis of gene expression (SAGE)|H3K4me2 ChIP-seq epigenome analysis|H4K20me1 ChIP-seq epigenome analysis"
