"id","accession","synonyms","category","disease","origin","geo","encode","omics"
"AG06308","CVCL_2B97","AG06308A; GRC#0564","Finite cell line","","CVCL_2C46 ! AG07725","GSM3124674",NA,"Transcriptome analysis by RNAseq"
"AG06310","CVCL_2B98","AG06310A; GRC#0568","Finite cell line","","","GSM476001",NA,"Transcriptome analysis by microarray"
"AG06952","CVCL_2C07","AG_06952; GRC#0606","Finite cell line","","CVCL_2D61 ! AG11020|CVCL_2F33 ! AG13077","GSM6353",NA,"Transcriptome analysis by microarray"
"AG07124","CVCL_2C19","GRC#0695","Finite cell line","","","GSM3124566",NA,"Transcriptome analysis by RNAseq"
"AG07139","CVCL_2C22","GRC#0665","Finite cell line","","","GSM426264",NA,"Transcriptome analysis by microarray"
"AG07307","CVCL_X753","GRC#0699","Finite cell line","","CVCL_X755 ! AG12493","GSM426265",NA,"Transcriptome analysis by microarray"
"AG07478","CVCL_2C37","AG07478A; GRC#0718","Finite cell line","","","GSM3124569",NA,"Transcriptome analysis by RNAseq"
"AG07725","CVCL_2C46","AG07725A; GRC#0800","Finite cell line","","CVCL_2B97 ! AG06308","GSM3124622",NA,"Transcriptome analysis by RNAseq"
"AG07999","CVCL_2C54","AG_07999; GRC#0753","Finite cell line","","CVCL_2F29 ! AG13066","GSM6354",NA,"Transcriptome analysis by microarray"
"AG08046","CVCL_2C57","GRC#0769","Finite cell line","","","GSM426266",NA,"Transcriptome analysis by microarray"
"AG08048","CVCL_2C59","GRC#0771","Finite cell line","","CVCL_2F07 ! AG12988","GSM426267",NA,"Transcriptome analysis by microarray"
"AG08395","CVCL_N795","PF95","Finite cell line","NCIt; C26845; Parkinson's disease","CVCL_N796 ! AG08396","GSM1008575","ENCBS040ENC|ENCBS287AAA",NA
"AG08396","CVCL_N796","PF96","Finite cell line","NCIt; C26845; Parkinson's disease","CVCL_N795 ! AG08395","GSM1008562","ENCBS288AAA",NA
"AG08433","CVCL_L625","AG08433B; GRC#0336","Finite cell line","","CVCL_L624 ! AG04064","GSM3124670",NA,"Transcriptome analysis by RNAseq"
"AG08470","CVCL_L270","AG08470A","Finite cell line","","CVCL_L277 ! AG08673","GSM1023614|GSM1023615","ENCBS284AAA","H3K27me3 ChIP-seq epigenome analysis"
"AG08498","CVCL_1Y51","","Finite cell line","","","GSM3124560",NA,"Transcriptome analysis by RNAseq"
"AG08904","CVCL_2C79","GRC#0328","Finite cell line","","CVCL_2D50 ! AG10943","GSM426268",NA,"Transcriptome analysis by microarray"
"AG09309","CVCL_L242","AG 9309","Finite cell line","","","GSM510522|GSM510525|GSM749680|GSM749718|GSM749750|GSM945167|GSM945168","ENCBS005ENC|ENCBS035TPY|ENCBS112TMK|ENCBS394ULN","H3K4me3 ChIP-seq epigenome analysis|DNA methylation analysis|CTCF ChIP-seq epigenome analysis"
"AG09319","CVCL_L243","","Finite cell line","","","GSM510536|GSM510538|GSM525415|GSM525416|GSM525417|GSM749671|GSM749723|GSM749728|GSM945166|GSM945173","ENCBS037NAC|ENCBS443ENC|ENCBS697FJI|ENCBS992UXD","Transcriptome analysis by microarray|H3K4me3 ChIP-seq epigenome analysis|DNA methylation analysis|CTCF ChIP-seq epigenome analysis"
"AG09559","CVCL_2D06","","Finite cell line","","","GSM3124567",NA,"Transcriptome analysis by RNAseq"
"AG09599","CVCL_2D07","GRC#1097","Finite cell line","","","GSM3124571",NA,"Transcriptome analysis by RNAseq"
"AG09602","CVCL_L607","AG09602A; GRC#1134","Finite cell line","","CVCL_L605 ! AG05247","GSM3124623",NA,"Transcriptome analysis by RNAseq"
"AG09605","CVCL_2D11","GRC#1149","Finite cell line","","","GSM3124573",NA,"Transcriptome analysis by RNAseq"
"AG09699","CVCL_2D14","GRC#1186","Finite cell line","","","GSM426269",NA,"Transcriptome analysis by microarray"
"AG09843","CVCL_2D16","AG09843A; GRC#1224","Finite cell line","","","GSM3124675",NA,"Transcriptome analysis by RNAseq"
"AG09860","CVCL_2D20","","Finite cell line","","","GSM3124565",NA,"Transcriptome analysis by RNAseq"
"AG09877","CVCL_2D24","","Finite cell line","","","GSM426270",NA,"Transcriptome analysis by microarray"
"AG09975","CVCL_2D31","","Finite cell line","","","GSM476003|GSM3124563",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"AG10049","CVCL_2D36","GRC#0323","Finite cell line","","CVCL_2G46 ! AG16030","GSM426271",NA,"Transcriptome analysis by microarray"
"AG10750","CVCL_L615","","Finite cell line","NCIt; C34951; Progeria|ORDO; Orphanet_740; Hutchinson-Gilford progeria syndrome","CVCL_0Q88 ! AG10587","GSM87553|GSM88298|GSM87751|GSM88299|GSM88282|GSM88300",NA,NA
"AG10803","CVCL_L244","","Finite cell line","","","GSM244115|GSM244116|GSM510520|GSM510521|GSM749714|GSM749734|GSM749759|GSM945171|GSM945172","ENCBS065SFO|ENCBS287ITL|ENCBS408ENC|ENCBS793PDT","Transcriptome analysis by microarray|H3K4me3 ChIP-seq epigenome analysis|DNA methylation analysis|CTCF ChIP-seq epigenome analysis"
"AG10884","CVCL_2D43","GRC#0925","Finite cell line","","CVCL_2B39 ! AG05274","GSM3124616",NA,"Transcriptome analysis by RNAseq"
"AG10941","CVCL_2D48","GRC#1280","Finite cell line","","CVCL_2B96 ! AG06307|CVCL_2F30 ! AG13067","GSM426272",NA,"Transcriptome analysis by microarray"
"AG10942","CVCL_2D49","AG_10942; GRC#1282","Finite cell line","","CVCL_2C81 ! AG08906|CVCL_2E75 ! AG12657","GSM6355",NA,"Transcriptome analysis by microarray"
"AG11017","CVCL_2D58","GRC#1302","Finite cell line","","","GSM3124618",NA,"Transcriptome analysis by RNAseq"
"AG11020","CVCL_2D61","AG_11020; GRC#1265","Finite cell line","","CVCL_2C07 ! AG06952|CVCL_2F33 ! AG13077","GSM6356",NA,"Transcriptome analysis by microarray"
"AG11154","CVCL_2D72","GRC#1324","Finite cell line","","","GSM3124589",NA,"Transcriptome analysis by RNAseq"
"AG11162","CVCL_2D79","GRC#1337","Finite cell line","","","GSM3124587",NA,"Transcriptome analysis by RNAseq"
"AG11357","CVCL_2D90","GRC#1309","Finite cell line","","","GSM3124592",NA,"Transcriptome analysis by RNAseq"
"AG11362","CVCL_2D93","AG_11362; GRC#1270","Finite cell line","","CVCL_2B63 ! AG05844|CVCL_2F56 ! AG13144","GSM6357",NA,"Transcriptome analysis by microarray"
"AG11364","CVCL_2D95","GRC#1248","Finite cell line","","CVCL_2B49 ! AG05416|CVCL_2F57 ! AG13145","GSM426258",NA,"Transcriptome analysis by microarray"
"AG11484","CVCL_2E00","GRC#1343","Finite cell line","","","GSM3124586",NA,"Transcriptome analysis by RNAseq"
"AG11498","CVCL_H766","","Finite cell line","NCIt; C34951; Progeria|ORDO; Orphanet_740; Hutchinson-Gilford progeria syndrome","","GSM88283|GSM88301|GSM88284|GSM88302|GSM88285|GSM88303",NA,"Transcriptome analysis by microarray"
"AG11513","CVCL_0Q97","","Finite cell line","NCIt; C34951; Progeria|ORDO; Orphanet_740; Hutchinson-Gilford progeria syndrome","","GSM88286|GSM88304|GSM88287|GSM88305|GSM88288|GSM88306|GSM3124693",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"AG11556","CVCL_L627","GRC#0923","Finite cell line","","CVCL_L626 ! AG04462","GSM3124579",NA,"Transcriptome analysis by RNAseq"
"AG11696","CVCL_2E21","GRC#0367","Finite cell line","","","GSM426273",NA,"Transcriptome analysis by microarray"
"AG11698","CVCL_2E23","","Finite cell line","","","GSM3124585",NA,"Transcriptome analysis by RNAseq"
"AG11725","CVCL_2E29","GRC#1182","Finite cell line","","","GSM3124605",NA,"Transcriptome analysis by RNAseq"
"AG11726","CVCL_2E30","GRC#1184","Finite cell line","","","GSM426274",NA,"Transcriptome analysis by microarray"
"AG11730","CVCL_2E33","GRC#0373","Finite cell line","","CVCL_2A44 ! AG04057","GSM3124610",NA,"Transcriptome analysis by RNAseq"
"AG11732","CVCL_2E35","GRC#0403","Finite cell line","","","GSM3124562",NA,"Transcriptome analysis by RNAseq"
"AG11735","CVCL_2E38","GRC#0411","Finite cell line","","","GSM3124564",NA,"Transcriptome analysis by RNAseq"
"AG11744","CVCL_2E43","GRC#1304","Finite cell line","","","GSM3124607",NA,"Transcriptome analysis by RNAseq"
"AG11745","CVCL_2E44","AG_11745; GRC#1322","Finite cell line","","CVCL_2B60 ! AG05838","GSM6358|GSM6390|GSM3124574",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"AG11748","CVCL_2E47","GRC#0953","Finite cell line","","","GSM3124612",NA,"Transcriptome analysis by RNAseq"
"AG11808","CVCL_2E57","GRC#0372","Finite cell line","","","GSM3124677",NA,"Transcriptome analysis by RNAseq"
"AG12207","CVCL_0N88","","Finite cell line","","CVCL_A2DM ! AG12206","GSM3124687",NA,"Transcriptome analysis by RNAseq"
"AG12493","CVCL_X755","GRC#1507","Finite cell line","","CVCL_X753 ! AG07307","GSM3124578",NA,"Transcriptome analysis by RNAseq"
"AG12587","CVCL_X834","GRC#1510","Finite cell line","","CVCL_X832 ! AG05192|CVCL_X833 ! AG09844","GSM3124600",NA,"Transcriptome analysis by RNAseq"
"AG12588","CVCL_2E67","GRC#1508","Finite cell line","","CVCL_2B09 ! AG04655","GSM3124593",NA,"Transcriptome analysis by RNAseq"
"AG12597","CVCL_2E70","GRC#1515","Finite cell line","","CVCL_2B37 ! AG05270","GSM3124591",NA,"Transcriptome analysis by RNAseq"
"AG12599","CVCL_2E72","GRC#1514","Finite cell line","","CVCL_2B25 ! AG05103","GSM3124596",NA,"Transcriptome analysis by RNAseq"
"AG12602","CVCL_2E73","GRC#1517","Finite cell line","","CVCL_2A89 ! AG04447","GSM3124580",NA,"Transcriptome analysis by RNAseq"
"AG12788","CVCL_L632","GRC#1522","Finite cell line","","CVCL_L630 ! AG07135|CVCL_L631 ! AG07143|CVCL_L629 ! AG11488","GSM3124621",NA,"Transcriptome analysis by RNAseq"
"AG12795","CVCL_U316","","Finite cell line","NCIt; C3447; Werner syndrome|ORDO; Orphanet_902; Werner syndrome","CVCL_U312 ! AG05231","GSM476006",NA,"Transcriptome analysis by microarray"
"AG12797","CVCL_X769","AG12797A","Finite cell line","NCIt; C3447; Werner syndrome|ORDO; Orphanet_902; Werner syndrome","CVCL_X768 ! AG05233|CVCL_X770 ! AG12798","GSM476012|GSM1184272|GSM1184273|GSM1535461|GSM1535471",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"AG12850","CVCL_2E79","GRC#1523","Finite cell line","","CVCL_2C97 ! AG09268","GSM3124599",NA,"Transcriptome analysis by RNAseq"
"AG12947","CVCL_2E93","GRC#0349","Finite cell line","","","GSM3124608",NA,"Transcriptome analysis by RNAseq"
"AG12954","CVCL_2F00","GRC#0365","Finite cell line","","","GSM3124588",NA,"Transcriptome analysis by RNAseq"
"AG12988","CVCL_2F07","AG_12988; GRC#1530","Finite cell line","","CVCL_2C59 ! AG08048","GSM6359",NA,"Transcriptome analysis by microarray"
"AG12989","CVCL_2F08","GRC#1529","Finite cell line","","CVCL_2C60 ! AG08049","GSM3124577",NA,"Transcriptome analysis by RNAseq"
"AG13018","CVCL_2F27","GRC#1531","Finite cell line","","CVCL_2B83 ! AG06287","GSM3124597",NA,"Transcriptome analysis by RNAseq"
"AG13065","CVCL_2F28","GRC#1533","Finite cell line","","CVCL_2B27 ! AG05188|CVCL_2B53 ! AG05805","GSM3124594",NA,"Transcriptome analysis by RNAseq"
"AG13066","CVCL_2F29","GRC#1532","Finite cell line","","CVCL_2C54 ! AG07999","GSM426275|GSM3124581",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"AG13074","CVCL_X801","","Finite cell line","NCIt; C36626; Trisomy 18|ORDO; Orphanet_3380; Trisomy 18","","GSE123028",NA,"Transcriptome analysis by single cell RNAseq"
"AG13129","CVCL_2F55","GRC#1539","Finite cell line","","CVCL_2B18 ! AG05096","GSM3124620",NA,"Transcriptome analysis by RNAseq"
"AG13144","CVCL_2F56","AG_13144","Finite cell line","","CVCL_2B63 ! AG05844|CVCL_2D93 ! AG11362","GSM6360|GSM3124601",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"AG13145","CVCL_2F57","GRC#1541","Finite cell line","","CVCL_2B49 ! AG05416|CVCL_2D95 ! AG11364","GSM426259",NA,"Transcriptome analysis by microarray"
"AG13150","CVCL_2F59","GRC#1544","Finite cell line","","CVCL_2C67 ! AG08692","GSM426276",NA,"Transcriptome analysis by microarray"
"AG13153","CVCL_2F62","AG_13153; GRC#1545","Finite cell line","","CVCL_2B66 ! AG06234","GSM6361|GSM6389|GSM244117|GSM244118|GSM3124570",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"AG13208","CVCL_2F66","","Finite cell line","","","GSM3124671",NA,"Transcriptome analysis by RNAseq"
"AG13225","CVCL_2F78","","Finite cell line","","","GSM3124590",NA,"Transcriptome analysis by RNAseq"
"AG13234","CVCL_2F86","","Finite cell line","","","GSM3124572",NA,"Transcriptome analysis by RNAseq"
"AG13244","CVCL_2F89","","Finite cell line","","CVCL_2C12 ! AG06962","GSM3124575",NA,"Transcriptome analysis by RNAseq"
"AG13349","CVCL_2G05","","Finite cell line","","CVCL_2B38 ! AG05271|CVCL_2C47 ! AG07801|CVCL_2D74 ! AG11157","GSM244119|GSM244120|GSM3124614",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"AG13369","CVCL_2G11","","Finite cell line","","CVCL_2B26 ! AG05186|CVCL_2E08 ! AG11561","GSM244121|GSM244122",NA,"Transcriptome analysis by microarray"
"AG13927","CVCL_2G20","AG_13927","Finite cell line","","CVCL_2E52 ! AG11796","GSM6362",NA,"Transcriptome analysis by microarray"
"AG13962","CVCL_2G21","","Finite cell line","","CVCL_2F52 ! AG13105","GSM3124582",NA,"Transcriptome analysis by RNAseq"
"AG13967","CVCL_2G22","","Finite cell line","","","GSM3124576",NA,"Transcriptome analysis by RNAseq"
"AG13968","CVCL_2G23","AG_13968","Finite cell line","","CVCL_2B32 ! AG05245","GSM6363",NA,"Transcriptome analysis by microarray"
"AG14251","CVCL_2G36","","Finite cell line","","CVCL_2A93 ! AG04456","GSM244123|GSM244124|GSM3124598",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray"
"AG14446","CVCL_2G44","","Finite cell line","","","GSM426277",NA,"Transcriptome analysis by microarray"
"AG16086","CVCL_2G47","","Finite cell line","","","GSM3124686",NA,"Transcriptome analysis by RNAseq"
"AG16102","CVCL_2G48","AG16102A","Finite cell line","","CVCL_2F02 ! AG12956","GSM3124692",NA,"Transcriptome analysis by RNAseq"
"AG16358","CVCL_2G51","","Finite cell line","","","GSM3124583",NA,"Transcriptome analysis by RNAseq"
"AG16409","CVCL_V978","","Finite cell line","","CVCL_V977 ! AG16408|CVCL_V979 ! AG16410","GSM3124561",NA,"Transcriptome analysis by RNAseq"
"AG18371","CVCL_X816","","Finite cell line","NCIt; C3335; Rothmund-Thomson syndrome|ORDO; Orphanet_2909; Rothmund-Thomson syndrome","","GSM476017",NA,"Transcriptome analysis by microarray"
"AG18375","CVCL_X820","","Finite cell line","NCIt; C3335; Rothmund-Thomson syndrome|ORDO; Orphanet_2909; Rothmund-Thomson syndrome","CVCL_X819 ! AG18374","GSM476018",NA,"Transcriptome analysis by microarray"
"AG20443","CVCL_N797","PF43","Finite cell line","NCIt; C26845; Parkinson's disease","CVCL_N798 ! AG20444","GSM1008561","ENCBS289AAA",NA
"AH016","CVCL_A8X4","","Finite cell line","","","GSM2055805",NA,NA
"AM936EP","CVCL_D691","","Finite cell line","","","GSM520689|GSM520690|GSM520691|GSM607977|GSM1906541",NA,"Transcriptome analysis by microarray|DNA methylation analysis"
"AR1034ZIMA","CVCL_A9PP","","Finite cell line","","","GSM1342468|GSM1342470",NA,"Transcriptome analysis by microarray"
"BJ [Human fibroblast]","CVCL_3653","FF-WT-BJ; BJ1","Finite cell line","","","GSM248213|GSM248214|GSM472898|GSM472924|GSM472925|GSM579886|GSM579887|GSM736518|GSM736596|GSM749677|GSM749752|GSM749770|GSM923444|GSM945178|GSM945204|GSM945207|GSM945235|GSM2988896","ENCBS070WLP|ENCBS074ENC|ENCBS137RRI|ENCBS170GUW|ENCBS198NMJ|ENCBS335XLL|ENCBS339MSO|ENCBS488ZLU|ENCBS610AAA|ENCBS611AAA|ENCBS612AAA|ENCBS613AAA|ENCBS614AAA|ENCBS615AAA|ENCBS616AAA|ENCBS628EGC|ENCBS683XYV|ENCBS693PNC|ENCBS753AAA|ENCBS754AAA|ENCBS772THG|ENCBS815JWZ|ENCBS911DVL|ENCBS935PZD","Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|H3K4me3 ChIP-seq epigenome analysis|DNA methylation analysis|H3K27me3 ChIP-seq epigenome analysis|H3K36me3 ChIP-seq epigenome analysis|CTCF ChIP-seq epigenome analysis"
"Bre-60","CVCL_DP12","","Finite cell line","","","GSM197768|GSM197769|GSM197770",NA,NA
"Bre-80","CVCL_A283","BRE-80; BRE80; Bre80; B80","Finite cell line","","","GSM197771|GSM197772|GSM197773",NA,NA
"BS1KA","CVCL_L951","Bloom Syndrome 1 KAnazawa; 86NoKi; GM05289; GM5289; GM05289B; GM17054; HG1309","Finite cell line","NCIt; C2903; Bloom syndrome|ORDO; Orphanet_125; Bloom syndrome","CVCL_WX76 ! HG1805|CVCL_ZS84 ! EB-BS-NoKi-1|CVCL_ZS85 ! EB-BS-NoKi-2","GSM1316984|GSM1317023",NA,"Transcriptome analysis by microarray|miRNA expression profiling"
"CCD-1037Sk","CVCL_2325","","Finite cell line","","","GSM426278",NA,"Transcriptome analysis by microarray"
"CCD-1079Sk","CVCL_2337","CCD1079SK; CCD1079sk","Finite cell line","","","GSM909334|GSM909335",NA,NA
"CCD-1108Sk","CVCL_2352","CCD 1108Sk; CCD1108Sk; CCD1108SK","Finite cell line","","","GSM426279",NA,"Transcriptome analysis by microarray"
"CCD-1112Sk","CVCL_2769","CCD 1112SK; CCD1112Sk; WT-Fibr1","Finite cell line","","","GSM1053955|GSM1053956|GSM1053957|GSM1053961|GSM1053962|GSM1053963|GSM1053976|GSM1053977|GSM1053978",NA,"Transcriptome analysis by microarray"
"CCD-11Lu","CVCL_2349","CCD 11Lu; CCD11Lu","Finite cell line","","","GSM426284",NA,"Transcriptome analysis by microarray"
